Year,Month,Day_of_week,Weekend,Trips,Med_Income_Orig,Pop_den_Orig,Per_Male_Orig,Working_age_Orig,Elderly_Orig,Avg_Hhold_Orig,Married_Orig,F_Married_Orig,HighSchool_higher_Orig,Bachelor_Higher_Orig,Commute_PC_Orig,Com_LU_Orig,Gov_LU_Orig,Ind_LU_Orig,Parks_LU_Orig,Res_LU_Orig,Med_Income_Des,Pop_den_Des,Per_Male_Des,Working_age_Des,Elderly_Des,Avg_Hhold_Des,Married_Des,F_Married_Des,HighSchool_higher_Des,Bachelor_Higher_Des,Com_LU_Des,Com_LU_Des,Gov_LU_Des,Ind_LU_Des,Parks_LU_Des,Res_LU_Des,Avgerage_Temp,Precipitation,Snow,Cases,Deaths,Hospitalizations,Positive_Rate,Partially_Vaccinated,Fully_Vaccinated,Stringency_Index
2,3,2,0,1,59109.56,1565.549135,0.445,0.638,0.162,2.48,0.363,0.209,0.864,0.246,0.453,0.092947823,0.01754756,0.031783758,0.010356717,0.087749356,23178.08,10319.19463,0.433,0.664,0.103,2.16,0.2,0.127,0.806,0.092,0.632,0.0260377,0.003110546,0.001977802,0.004794502,0.21569699,5,0,0,13,0,9,0.125,0,0,13.89
2,9,4,0,1,36081.52,12902.53436,0.498,0.7,0.097,3.32,0.363,0.357,0.438,0.071,0.476,0.052438817,0.038757637,0.007100166,0,0.237991268,70525,11994.78876,0.474,0.723,0.095,2.72,0.424,0.386,0.777,0.311,0.403,0.016381042,0.002341745,0,0,0.12620014,13,0,0,358,4,30,0.0476,0,0,55.09
3,3,0,0,1,109275,3847.811901,0.442,0.676,0.212,2.64,0.584,0.423,0.878,0.486,0.304,0.001549182,0.028419859,0,0,0.141123916,108473.96,8553.182526,0.521,0.761,0.05,2.02,0.467,0.432,0.989,0.79,0.508,0.030128752,0.038510714,0.000425264,0,0.146692471,14,0,0,537,1,31,0.034,0.245,0.13,54.63
2,7,6,1,1,57815,5921.700072,0.552,0.749,0.127,2.96,0.307,0.374,0.689,0.149,0.451,0.038521608,0.017965578,0.143317911,0,0.226959821,57815,5921.700072,0.552,0.749,0.127,2.96,0.307,0.374,0.689,0.149,0.451,0.038521608,0.017965578,0.143317911,0,0.226959821,25,1.55,0,100,2,23,0.0405,0,0,58.33
3,2,0,0,1,23502.96,4970.514813,0.446,0.689,0.075,2.37,0.05,0.037,0.746,0.085,0.598,0.026964593,0.039984383,0.008173702,0.00494529,0.144585529,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,-2,0,0,607,9,53,0.0443,0.065,0.019,57.41
2,6,6,1,1,47630.88,11603.29483,0.484,0.739,0.156,1.65,0.288,0.295,0.969,0.714,0.677,0.135028467,0.008158249,0,0,0.198033006,35285.44,7053.443207,0.355,0.628,0.187,2.13,0.319,0.196,0.896,0.19,0.399,0.011481107,0.027707542,0,0,0.179305141,26,0.36,0,110,5,27,0.047,0,0,55.56
2,9,1,0,2,118912.28,10655.15476,0.543,0.871,0.03,1.91,0.307,0.298,0.969,0.864,0.649,0.046754961,0.035590628,0.000439465,0.000898147,0.09873755,107159.56,21496.29248,0.436,0.799,0.161,1.46,0.382,0.267,0.986,0.857,0.637,0.043294354,0.00517611,0,0.006203543,0.235032439,20,0,0,351,2,33,0.035,0,0,55.09
2,10,0,0,1,141794,2549.340139,0.466,0.893,0.036,1.91,0.242,0.195,0.944,0.714,0.634,0.066070659,0.156557188,0.046181541,0.001852403,0.033804549,128085.8,8335.670654,0.585,0.754,0.094,2.5,0.325,0.476,0.939,0.739,0.498,0.020779933,0.002488375,0.001229758,0,0.128783768,8,0.13,0,1166,4,59,0.0819,0,0,54.63
2,7,2,0,1,209507.92,2158.616359,0.438,0.933,0.061,1.59,0.227,0.148,0.992,0.94,0.733,0.034704219,0.012352627,0,0.025860518,0.009460257,44296.52,6247.129252,0.499,0.648,0.233,2.62,0.541,0.489,0.586,0.265,0.583,0.04472137,0.008042365,0.020838458,0.00095337,0.121056066,28,0,0,446,3,19,0.0554,0,0,58.33
2,6,3,0,2,50578.36,14708.61914,0.535,0.674,0.081,3.65,0.397,0.438,0.442,0.131,0.474,0.014921303,0.001227638,0.000823662,0,0.142795512,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,25,0,0,184,14,30,0.0452,0,0,73.15
3,6,4,0,1,118653.12,7347.397389,0.508,0.692,0.203,2.04,0.401,0.412,0.945,0.76,0.497,0.034894581,0.02464973,0,0.000459593,0.2576815,176058.92,9215.186755,0.542,0.879,0.012,2.13,0.292,0.33,0.972,0.844,0.697,0.056252174,0.000855105,0,0,0.095123958,23,2.97,0,35,3,4,0.0059,0.559,0.495,37.96
2,6,2,0,1,39978.84,2697.977846,0.419,0.653,0.117,2.62,0.111,0.076,0.856,0.133,0.54,0.021870906,0.007630725,0.007912007,0,0.093431298,143200.16,5544.395708,0.434,0.802,0.092,1.66,0.541,0.4,0.966,0.77,0.501,0.037566808,0.012762775,0.004028705,0.211518233,0.085278859,21,0.18,0,245,9,29,0.0424,0,0,73.15
2,7,2,0,1,51150,13738.84835,0.492,0.691,0.185,1.8,0.379,0.264,0.898,0.404,0.421,0.027035031,0.028709457,0.002886169,0.001653546,0.281507654,71557.92,13772.16812,0.536,0.733,0.064,2.93,0.312,0.334,0.728,0.308,0.463,0.026097678,0.030418969,0,0,0.178057713,26,2.08,0,268,7,24,0.0342,0,0,58.33
2,3,3,0,3,118912.28,10655.15476,0.543,0.871,0.03,1.91,0.307,0.298,0.969,0.864,0.649,0.046754961,0.035590628,0.000439465,0.000898147,0.09873755,68328.96,10562.85337,0.491,0.732,0.093,2.62,0.371,0.329,0.765,0.25,0.399,0.015336157,0.009587695,0,0,0.166045102,6,0,0,1,0,7,0.0769,0,0,13.89
3,7,2,0,4,113383.12,15203.88268,0.504,0.867,0.069,1.96,0.282,0.261,0.974,0.815,0.718,0.055906967,0.004403477,0.003369589,0,0.176234029,187274.72,3412.905497,0.513,0.836,0.035,1.79,0.42,0.425,0.99,0.841,0.6,0.09582844,0.009420857,0.094308484,0.005731105,0.053664057,25,0,0,138,2,7,0.0174,0.573,0.513,34.26
3,3,1,0,1,186233.12,10391.27393,0.511,0.827,0.033,1.87,0.453,0.512,0.995,0.9,0.55,0.06628766,0.001274324,0.007489319,0,0.251429757,184514.48,4329.430206,0.517,0.694,0.146,2.19,0.417,0.455,0.927,0.756,0.464,0.123438816,0.049460341,0.038875451,0.00044374,0.155355676,2,0,0,444,3,32,0.029,0.209,0.115,54.63
3,6,3,0,1,109327.08,5359.55812,0.534,0.711,0.109,2.43,0.317,0.426,0.899,0.54,0.462,0.043817913,0.006714507,0.112928361,0,0.193491677,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,23,0,0,35,2,7,0.0033,0.552,0.485,37.96
2,6,2,0,1,92298.16,8559.035656,0.519,0.775,0.124,2.16,0.378,0.368,0.934,0.628,0.509,0.044441496,0.020657674,0,0.001073937,0.287805536,106950,2147.288537,0.483,0.789,0.124,1.62,0.268,0.257,0.95,0.686,0.559,0.165670158,0.050297052,0.121523621,0,0.069537939,23,0.36,0,233,12,32,0.0596,0,0,73.15
2,10,0,0,1,76207.92,1777.871278,0.593,0.87,0.061,2.51,0.178,0.196,0.932,0.672,0.741,0.022125074,0.340492744,0,0.000284251,0.027217243,40954.72,1550.890396,0.417,0.653,0.219,1.76,0.243,0.147,0.861,0.352,0.55,0.006308751,0.032829983,0,0.000389648,0.042952732,10,0,0,553,3,29,0.0484,0,0,55.09
3,3,3,0,1,105848.88,6723.233153,0.511,0.841,0.066,2.08,0.355,0.396,0.93,0.574,0.517,0.030076685,0,0.064602373,0,0.14590627,142458.64,2000.681589,0.505,0.652,0.098,2.55,0.562,0.564,0.838,0.59,0.448,0.063377605,0.108898611,0.128451968,0.004006362,0.086716628,12,0.05,0,344,1,31,0.029,0.183,0.101,54.63
2,7,3,0,1,55698.32,7612.202173,0.545,0.676,0.17,2.06,0.461,0.515,0.879,0.296,0.207,0.005277984,0.009670256,0,0,0.158937033,44767.72,6603.002173,0.426,0.603,0.204,2.87,0.301,0.217,0.932,0.236,0.474,0.090105455,0.030205645,0,0,0.280330472,25,0,0,341,3,18,0.0513,0,0,58.33
3,3,5,0,2,180860.2,11202.18865,0.528,0.874,0.025,2.14,0.356,0.356,0.991,0.914,0.632,0.029966408,0.00946927,0,0.0014037,0.125650658,109327.08,5359.55812,0.534,0.711,0.109,2.43,0.317,0.426,0.899,0.54,0.462,0.043817913,0.006714507,0.112928361,0,0.193491677,3,0,0,215,2,35,0.042,0.163,0.087,54.63
3,7,3,0,16,130316.56,17831.13636,0.452,0.846,0.084,1.77,0.373,0.333,0.975,0.776,0.662,0.035053983,0.024272404,0.002756814,0,0.202582512,133730.28,15302.79095,0.46,0.823,0.143,1.51,0.472,0.396,0.993,0.882,0.694,0.031007552,0.009480363,0,0.020535587,0.034216374,25,0,0,223,1,9,0.0322,0.579,0.518,32.41
2,12,5,0,1,52003.12,5027.446311,0.501,0.68,0.091,3.93,0.291,0.308,0.588,0.074,0.455,0.036174535,0.037372317,0.036820024,0,0.192495781,40521.96,2448.828555,0.499,0.675,0.061,3.41,0.398,0.394,0.606,0.111,0.515,0.084711096,0.023531132,0.168635663,0.008914363,0.056134745,5,0,0,853,23,81,0.0977,0.004,0,61.11
3,3,2,0,1,187274.72,3412.905497,0.513,0.836,0.035,1.79,0.42,0.425,0.99,0.841,0.6,0.09582844,0.009420857,0.094308484,0.005731105,0.053664057,53576.68,6633.094235,0.537,0.644,0.078,3.26,0.474,0.441,0.588,0.222,0.389,0.063871612,0.046631991,0.035808058,0,0.141710451,13,0,0,675,6,29,0.0466,0.26,0.136,54.63
2,8,1,0,1,125205.28,9685.754922,0.53,0.793,0.052,2.42,0.391,0.461,0.953,0.714,0.489,0.044832658,0.007869211,0.056411818,0.00177037,0.372315815,143200.16,5544.395708,0.434,0.802,0.092,1.66,0.541,0.4,0.966,0.77,0.501,0.037566808,0.012762775,0.004028705,0.211518233,0.085278859,22,0,0,412,1,26,0.0448,0,0,55.09
2,7,0,0,1,143921.84,14576.5158,0.491,0.841,0.087,2.29,0.252,0.26,0.945,0.739,0.568,0.030415585,0.01650793,0,0,0.152802811,40521.96,2448.828555,0.499,0.675,0.061,3.41,0.398,0.394,0.606,0.111,0.515,0.084711096,0.023531132,0.168635663,0.008914363,0.056134745,26,0.43,0,362,1,21,0.0468,0,0,58.33
2,12,5,0,1,137316.36,12741.97824,0.601,0.934,0.017,1.98,0.25,0.251,0.994,0.898,0.673,0.027545233,0.026901975,0,0,0.117267983,166882.92,10600.77314,0.482,0.695,0.077,2.65,0.617,0.571,0.974,0.847,0.555,0.002226928,0.000590008,0.002172107,0,0.063598848,2,0,0,1207,11,92,0.1526,0,0,61.11
3,1,4,0,3,81169.16,5037.681137,0.414,0.632,0.106,2.74,0.307,0.205,0.964,0.319,0.299,0.038694007,0.030502687,0.001895418,0,0.186092832,35772.76,9779.182338,0.441,0.612,0.15,2.14,0.163,0.084,0.912,0.256,0.449,0.023418164,0.002436759,0,0.001039537,0.191697142,-6,0,0,736,12,56,0.0567,0.042,0.013,57.41
2,7,4,0,1,59481.56,3705.261454,0.442,0.614,0.199,2.76,0.248,0.179,0.839,0.136,0.292,0.071530969,0.005473009,0.002361575,0,0.185641604,59109.56,1565.549135,0.445,0.638,0.162,2.48,0.363,0.209,0.864,0.246,0.453,0.092947823,0.01754756,0.031783758,0.010356717,0.087749356,27,0,0,176,5,29,0.0425,0,0,55.56
2,3,4,0,1,188886.72,5429.411174,0.46,0.778,0.084,2.31,0.466,0.365,0.988,0.913,0.61,0.127848964,0.004623561,0.080925048,0.004490626,0.211019667,142082.92,8233.976798,0.482,0.726,0.142,2.24,0.461,0.458,0.965,0.924,0.767,0.003041294,0.006361075,0,0,0.07246599,5,0,0,32,0,12,0.0924,0,0,29.63
2,7,4,0,1,59109.56,1565.549135,0.445,0.638,0.162,2.48,0.363,0.209,0.864,0.246,0.453,0.092947823,0.01754756,0.031783758,0.010356717,0.087749356,100175.88,3240.004494,0.53,0.671,0.184,3.08,0.374,0.348,0.837,0.247,0.269,0.018310608,0.040339222,0.000991626,0,0.273070168,27,0,0,176,5,29,0.0425,0,0,55.56
2,9,4,0,6,176762,1708.65603,0.602,0.877,0.044,2.05,0.292,0.425,0.983,0.741,0.517,0.063452679,0.009132152,0.110705935,0.002609637,0.051509695,176762,1708.65603,0.602,0.877,0.044,2.05,0.292,0.425,0.983,0.741,0.517,0.063452679,0.009132152,0.110705935,0.002609637,0.051509695,19,0,0,343,5,20,0.0499,0,0,55.09
2,10,6,1,1,21785.56,7733.720328,0.463,0.578,0.071,2.56,0.279,0.179,0.882,0.255,0.502,0.046060103,0.011225029,0,0,0.134564479,93996.96,3243.248859,0.466,0.721,0.179,1.54,0.328,0.253,0.988,0.85,0.68,0.006109165,0.002805634,0,0.00468054,0.044035093,9,0.1,0,152,5,28,0.0409,0,0,55.09
2,8,6,1,1,48935.36,23255.02919,0.549,0.79,0.138,1.61,0.22,0.242,0.862,0.446,0.694,0.021648268,0.003148213,0,0,0.063896664,107159.56,21496.29248,0.436,0.799,0.161,1.46,0.382,0.267,0.986,0.857,0.637,0.043294354,0.00517611,0,0.006203543,0.235032439,27,0,0,129,1,27,0.0485,0,0,55.09
3,6,2,0,1,116917.12,25447.92796,0.466,0.723,0.246,1.44,0.364,0.307,1,0.853,0.747,0.023748125,0.01556791,0,0.028221744,0.034618089,63093.68,12920.38065,0.505,0.805,0.072,2.12,0.286,0.333,0.903,0.522,0.691,0.020678644,0.026500965,0,0.000396481,0.214210883,20,0,0,101,7,17,0.0114,0.533,0.451,50
3,3,6,1,2,185655.28,7720.178708,0.518,0.791,0.062,2.06,0.444,0.488,0.989,0.88,0.556,0.037337137,0.011599743,0.001966987,0,0.184791376,152050.04,13915.55364,0.542,0.757,0.103,2.2,0.406,0.503,1,0.942,0.608,0.021855905,0.005727547,0,0,0.182881981,12,0,0,220,4,51,0.0484,0.238,0.128,54.63
2,3,0,0,1,35415.64,1629.00999,0.382,0.617,0.187,2.4,0.196,0.128,0.852,0.147,0.477,0.032754993,0.015833987,0.005290292,0,0.195985533,46098.24,1477.678977,0.477,0.597,0.143,2.58,0.275,0.258,0.886,0.187,0.31,0.012054267,0.295256517,0.004471164,0,0.100549535,6,0,0,0,0,2,0,0,0,13.89
3,4,1,0,1,40267.76,12068.90654,0.52,0.745,0.06,1.89,0.293,0.35,0.883,0.48,0.636,0.015409692,0.42587906,0.003133571,0.003983048,0.19525999,76427.4,8940.584402,0.538,0.751,0.146,2.06,0.34,0.376,0.892,0.472,0.569,0.082206661,0.001335412,0.001989887,0.010262801,0.290259358,10,0,0,672,4,52,0.0434,0.386,0.239,51.85
2,7,5,0,1,83010.56,6131.683148,0.357,0.647,0.084,2.66,0.214,0.1,0.879,0.412,0.506,0.010824999,0.009599561,0,0,0.107444951,135367.08,14904.09535,0.464,0.788,0.154,1.64,0.532,0.428,1,0.882,0.673,0.047927031,0.001666649,0,0.034408368,0.03946857,27,0,0,63,5,17,0.0492,0,0,55.56
2,3,0,0,1,33635,3077.590019,0.381,0.589,0.228,2.61,0.318,0.172,0.804,0.068,0.427,0.03904038,0.033810497,0,0,0.201715142,31357.12,5846.020962,0.459,0.6,0.187,2.47,0.207,0.194,0.811,0.115,0.413,0.011731863,0.028847648,0.002400677,0.016165164,0.333484155,12,2.21,0,5,0,3,0.0571,0,0,13.89
3,6,1,0,1,105667.84,3156.634367,0.5,0.691,0.152,2.43,0.434,0.449,0.935,0.499,0.356,0.023608191,0.010139157,0.038469613,0,0.165467771,83852.52,5843.506923,0.472,0.738,0.115,2.66,0.469,0.373,0.87,0.406,0.389,0.042076442,0.011526135,0.00812597,0.00130772,0.22667593,27,1.5,0,52,2,4,0.008,0.562,0.499,34.26
3,6,4,0,1,75069.6,6491.256315,0.467,0.688,0.126,3.07,0.497,0.445,0.766,0.317,0.466,0.069814114,0.015356209,0.071829785,0,0.150570091,101525,4802.729906,0.56,0.714,0.09,2.73,0.491,0.52,0.836,0.489,0.401,0.060326183,0.006753601,0.042668416,0,0.158808383,28,0,0,39,2,15,0.0066,0.546,0.474,37.96
2,7,2,0,1,116917.12,25447.92796,0.466,0.723,0.246,1.44,0.364,0.307,1,0.853,0.747,0.023748125,0.01556791,0,0.028221744,0.034618089,117552,9027.915275,0.475,0.73,0.062,2.25,0.372,0.427,0.958,0.779,0.502,0.014004367,0.017530807,0,0,0.1698805,26,0,0,365,4,36,0.0485,0,0,58.33
2,9,5,0,1,141794,2549.340139,0.466,0.893,0.036,1.91,0.242,0.195,0.944,0.714,0.634,0.066070659,0.156557188,0.046181541,0.001852403,0.033804549,55671.04,2238.223444,0.456,0.856,0.095,1.59,0.283,0.25,0.996,0.752,0.611,0,0,0,0,0.056189056,23,0,0,203,3,23,0.0663,0,0,55.09
3,7,5,0,1,93996.96,3243.248859,0.466,0.721,0.179,1.54,0.328,0.253,0.988,0.85,0.68,0.006109165,0.002805634,0,0.00468054,0.044035093,127255,8654.82368,0.568,0.8,0.078,2.13,0.271,0.384,0.92,0.674,0.494,0.037710461,0.025632061,0.008357943,0,0.147916189,29,2.74,0,169,0,10,0.0458,0.581,0.52,32.41
2,12,2,0,1,133730.28,15302.79095,0.46,0.823,0.143,1.51,0.472,0.396,0.993,0.882,0.694,0.031007552,0.009480363,0,0.020535587,0.034216374,71639.76,9460.36314,0.555,0.781,0.147,2.64,0.331,0.4,0.684,0.268,0.618,0.029882742,0.077598622,0.015355766,0,0.08965564,6,0.23,0,1221,21,100,0.0896,0.009,0,61.11
2,8,5,0,22,80153.6,27454.25954,0.482,0.791,0.193,1.38,0.174,0.149,0.959,0.67,0.773,0.033463218,0.057406755,0.001487259,0.009598205,0.110101481,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,22,0.51,0,141,5,23,0.0461,0,0,58.33
3,1,5,0,1,76207.92,1777.871278,0.593,0.87,0.061,2.51,0.178,0.196,0.932,0.672,0.741,0.022125074,0.340492744,0,0.000284251,0.027217243,23178.08,10319.19463,0.433,0.664,0.103,2.16,0.2,0.127,0.806,0.092,0.632,0.0260377,0.003110546,0.001977802,0.004794502,0.21569699,1,0.13,15.2,625,13,66,0.1037,0.03,0.009,61.11
2,6,6,1,1,152785.36,5776.228893,0.52,0.746,0.044,2.37,0.482,0.429,0.952,0.696,0.433,0.024234359,0.009886866,0.004725178,0,0.257599447,169122.36,11142.36228,0.491,0.869,0.076,1.56,0.377,0.341,0.997,0.922,0.695,0.068033104,0.006621534,0.00366556,0.00278221,0.050580965,26,0.36,0,110,5,27,0.047,0,0,55.56
3,3,3,0,1,48997.36,8401.566855,0.529,0.794,0.133,1.98,0.366,0.336,0.924,0.762,0.763,0.057304248,0.051074801,0,0,0.201590246,42758.92,7478.579231,0.455,0.646,0.092,3.15,0.229,0.176,0.746,0.113,0.508,0.015995164,0.008964002,0.000933327,0,0.223422466,12,0.05,0,344,1,31,0.029,0.183,0.101,54.63
2,8,6,1,3,51150,13230.71961,0.452,0.697,0.071,2.3,0.229,0.171,0.917,0.502,0.644,0.036795872,0.019288593,0.008024679,0,0.146210476,199220.88,10428.34501,0.506,0.82,0.067,2.61,0.274,0.288,1,0.924,0.734,0.021698458,0.038289674,0,0,0.115884662,27,0,0,115,2,18,0.0423,0,0,58.33
2,8,6,1,1,91605,8797.705012,0.5,0.698,0.122,2.46,0.432,0.43,0.879,0.535,0.539,0.036546901,0.007104173,0.00487014,0,0.284132076,91605,8797.705012,0.5,0.698,0.122,2.46,0.432,0.43,0.879,0.535,0.539,0.036546901,0.007104173,0.00487014,0,0.284132076,23,0,0,120,3,20,0.0468,0,0,58.33
3,5,1,0,2,33927.64,8008.392518,0.392,0.655,0.107,2.45,0.17,0.149,0.891,0.209,0.534,0.022258366,0.017277217,0,0,0.207618952,33927.64,8008.392518,0.392,0.655,0.107,2.45,0.17,0.149,0.891,0.209,0.534,0.022258366,0.017277217,0,0,0.207618952,11,0.08,0,463,5,52,0.0342,0.467,0.358,50
3,7,5,0,1,74837.72,3461.692616,0.449,0.704,0.185,1.77,0.399,0.328,0.961,0.814,0.727,0.003120227,0.003430548,0,0,0.070918486,187274.72,3412.905497,0.513,0.836,0.035,1.79,0.42,0.425,0.99,0.841,0.6,0.09582844,0.009420857,0.094308484,0.005731105,0.053664057,21,0.28,0,48,0,7,0.0076,0.57,0.51,34.26
3,2,3,0,2,143200.16,5544.395708,0.434,0.802,0.092,1.66,0.541,0.4,0.966,0.77,0.501,0.037566808,0.012762775,0.004028705,0.211518233,0.085278859,39610.56,6220.125471,0.41,0.688,0.066,3.03,0.189,0.108,0.862,0.178,0.475,0.012355779,0.037549524,0.002739306,0,0.177368422,0,0,0,281,8,19,0.0261,0.132,0.062,54.63
3,5,6,1,1,89661.92,17080.75961,0.541,0.812,0.06,1.83,0.248,0.284,0.996,0.772,0.722,0.020090872,0.027058008,0,0,0.070146578,126635,4474.121014,0.484,0.816,0.096,1.72,0.377,0.318,1,0.796,0.677,0.008090211,0.006357512,0,0.008991407,0.019550559,13,0,0,51,7,10,0.0167,0.528,0.446,50
2,7,2,0,1,135367.08,14904.09535,0.464,0.788,0.154,1.64,0.532,0.428,1,0.882,0.673,0.047927031,0.001666649,0,0.034408368,0.03946857,23502.96,4970.514813,0.446,0.689,0.075,2.37,0.05,0.037,0.746,0.085,0.598,0.026964593,0.039984383,0.008173702,0.00494529,0.144585529,26,2.08,0,268,7,24,0.0342,0,0,58.33
2,9,3,0,6,126635,4474.121014,0.484,0.816,0.096,1.72,0.377,0.318,1,0.796,0.677,0.008090211,0.006357512,0,0.008991407,0.019550559,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,19,0,0,393,0,28,0.0504,0,0,55.09
2,12,2,0,1,91605,8797.705012,0.5,0.698,0.122,2.46,0.432,0.43,0.879,0.535,0.539,0.036546901,0.007104173,0.00487014,0,0.284132076,91109,9445.377602,0.494,0.749,0.104,2.27,0.487,0.413,0.919,0.578,0.529,0.073832381,0.057539486,0,0.000778221,0.358484734,6,0.23,0,1221,21,100,0.0896,0.009,0,61.11
3,7,6,1,1,89846.68,8825.577844,0.457,0.789,0.137,1.58,0.332,0.256,0.98,0.788,0.671,0.005936397,0.003026216,0,0.000671932,0.075842309,182964.48,14274.27344,0.495,0.9,0.039,2.4,0.162,0.152,0.997,0.899,0.688,0.020699868,0.120296539,0,0,0.189895935,20,0.33,0,69,2,6,0.0161,0.57,0.51,34.26
3,2,0,0,1,174289.44,9766.704954,0.545,0.781,0.058,2.22,0.383,0.479,0.986,0.895,0.51,0.027134956,0,0.007377697,0,0.153839578,101231.12,32731.17839,0.418,0.849,0.098,1.45,0.379,0.279,1,0.886,0.724,0.018686809,0.015368824,0,0,0.178906155,1,0,0,389,7,30,0.0287,0.123,0.052,54.63
2,11,6,1,1,87093.88,1962.457295,0.485,0.741,0.212,1.56,0.416,0.367,0.961,0.774,0.559,0.002521007,0.043369593,0,0.000680771,0.054404451,68492.64,4389.481891,0.588,0.759,0.095,1.94,0.223,0.316,0.882,0.454,0.62,0.031609439,0.287974167,0.000535223,0.000430931,0.071521106,7,0,0,898,17,104,0.1421,0,0,61.11
3,3,4,0,1,64682.12,10576.67355,0.439,0.793,0.09,1.99,0.346,0.272,0.906,0.558,0.6,0.019953785,0.003436587,0,0,0.160515049,76650.6,7201.781595,0.511,0.718,0.108,2.57,0.459,0.479,0.858,0.431,0.39,0.055760346,0.004813165,0.006949059,0,0.25087568,8,0,0,347,8,16,0.0312,0.19,0.105,54.63
3,6,0,0,2,162034.52,30420.36433,0.506,0.833,0.086,1.53,0.403,0.379,0.989,0.874,0.749,0.019257159,0.008568086,0,0.022725597,0.033406645,61319.24,751.0926191,0.525,0.729,0.114,2.55,0.25,0.309,0.749,0.257,0.602,0.023520028,0.012328882,0.273833832,0,0.020455665,24,0,0,67,3,8,0.0079,0.549,0.479,37.96
3,5,6,1,1,41695,5919.131981,0.47,0.634,0.164,2.38,0.28,0.207,0.806,0.199,0.456,0.009927572,0.032276036,0,0,0.179683414,55514.8,2199.948554,0.52,0.808,0.171,1.48,0.121,0.163,0.972,0.582,0.521,0.050319559,0.013219893,0,0.005066017,0.158733281,13,0,0,51,7,10,0.0167,0.528,0.446,50
2,7,3,0,1,41444.52,9904.355252,0.461,0.649,0.128,3.35,0.284,0.199,0.641,0.153,0.437,0.026091507,0.010524871,0.0011047,0,0.210661252,176058.92,9215.186755,0.542,0.879,0.012,2.13,0.292,0.33,0.972,0.844,0.697,0.056252174,0.000855105,0,0,0.095123958,27,0,0,256,6,25,0.0327,0,0,55.56
2,9,1,0,1,92330.4,5201.462108,0.463,0.745,0.08,2.77,0.355,0.269,0.927,0.442,0.424,0.011795792,0.007915514,0.030315391,0,0.082857589,71384.32,8268.992678,0.449,0.718,0.172,1.83,0.427,0.36,0.882,0.482,0.441,0.039540372,0.020942254,0.001982396,0,0.209401657,18,1.93,0,368,1,19,0.0446,0,0,55.09
2,11,4,0,2,99849.76,11276.65482,0.556,0.848,0.037,2.46,0.182,0.25,0.959,0.583,0.488,0.026512835,0.010285375,0,0,0.139954263,176762,1708.65603,0.602,0.877,0.044,2.05,0.292,0.425,0.983,0.741,0.517,0.063452679,0.009132152,0.110705935,0.002609637,0.051509695,12,0,0,2302,31,130,0.1142,0,0,61.11
2,10,3,0,18,99150.4,7946.977566,0.407,0.676,0.297,1.53,0.55,0.378,0.982,0.814,0.643,0.033887404,0.175674727,0,0.023157887,0.040141326,143396.08,4645.213938,0.535,0.852,0.086,1.55,0.391,0.376,0.996,0.86,0.645,0.034813124,0.002477352,0,0.028162932,0.057234645,11,0.69,0,364,4,35,0.0437,0,0,55.09
2,7,1,0,1,53497.32,3199.403172,0.476,0.618,0.193,2.78,0.265,0.193,0.898,0.191,0.261,0.010872495,0.012511472,0.000697436,0,0.246336744,41042.76,2323.536955,0.509,0.648,0.125,2.54,0.218,0.214,0.953,0.158,0.324,0.01160456,0.013721773,0.00376229,0,0.282170618,25,0.15,0,291,1,36,0.0425,0,0,58.33
3,7,5,0,4,166032.28,9641.736693,0.498,0.741,0.116,2.12,0.433,0.463,0.937,0.817,0.571,0.039312348,0.008749768,0,0,0.219326734,188886.72,5429.411174,0.46,0.778,0.084,2.31,0.466,0.365,0.988,0.913,0.61,0.127848964,0.004623561,0.080925048,0.004490626,0.211019667,29,2.74,0,169,0,10,0.0458,0.581,0.52,32.41
2,3,3,0,1,84713.08,2666.406591,0.412,0.625,0.202,2.42,0.331,0.241,0.917,0.305,0.274,0.013040777,0.017746985,0.008819749,0,0.299656159,83509.04,1849.829028,0.425,0.621,0.311,1.63,0.329,0.23,0.978,0.723,0.636,0.00418305,0.014722566,0,0,0.045060661,6,0,0,1,0,7,0.0769,0,0,13.89
3,5,6,1,1,162034.52,30420.36433,0.506,0.833,0.086,1.53,0.403,0.379,0.989,0.874,0.749,0.019257159,0.008568086,0,0.022725597,0.033406645,51991.96,10754.57745,0.523,0.681,0.115,3.09,0.316,0.308,0.658,0.268,0.654,0.024813007,0.016394516,0.020130027,0,0.15026585,13,0,0,51,7,10,0.0167,0.528,0.446,50
