Year,Month,Day_of_week,Weekend,Trips,Med_Income_Orig,Pop_den_Orig,Per_Male_Orig,Working_age_Orig,Elderly_Orig,Avg_Hhold_Orig,Married_Orig,F_Married_Orig,HighSchool_higher_Orig,Bachelor_Higher_Orig,Commute_PC_Orig,Com_LU_Orig,Gov_LU_Orig,Ind_LU_Orig,Parks_LU_Orig,Res_LU_Orig,Med_Income_Des,Pop_den_Des,Per_Male_Des,Working_age_Des,Elderly_Des,Avg_Hhold_Des,Married_Des,F_Married_Des,HighSchool_higher_Des,Bachelor_Higher_Des,Com_LU_Des,Com_LU_Des,Gov_LU_Des,Ind_LU_Des,Parks_LU_Des,Res_LU_Des,Avgerage_Temp,Precipitation,Snow,Cases,Deaths,Hospitalizations,Positive_Rate,Partially_Vaccinated,Fully_Vaccinated,Stringency_Index
2,10,0,0,1,31869.24,5977.951812,0.441,0.645,0.119,2.66,0.129,0.073,0.725,0.077,0.493,0.018744906,0.034625767,0.001021244,0,0.129230559,164164.84,8063.566111,0.5,0.794,0.061,1.82,0.438,0.399,0.944,0.793,0.511,0.106615281,0.09572498,0.029282816,0.002352494,0.146393413,14,0.74,0,681,4,44,0.0637,0,0,51.39
2,8,4,0,2,22959.84,9296.104525,0.444,0.589,0.331,1.7,0.235,0.204,0.809,0.363,0.66,0.017292032,0.013570887,0,0,0.099511452,132863.52,7648.310372,0.485,0.772,0.125,2.18,0.5,0.435,0.922,0.686,0.485,0.051740044,0.030345498,0.000687662,0.000403429,0.233192326,30,0.13,0,382,4,26,0.059,0,0,55.09
2,10,4,0,1,44276.68,3694.96708,0.412,0.698,0.237,1.68,0.309,0.224,0.867,0.482,0.478,0.064845293,0.135591142,0.003791558,0,0.145954226,40521.96,2448.828555,0.499,0.675,0.061,3.41,0.398,0.394,0.606,0.111,0.515,0.084711096,0.023531132,0.168635663,0.008914363,0.056134745,10,0,0,415,3,28,0.047,0,0,55.09
2,3,3,0,2,70866,8501.230362,0.459,0.722,0.09,2.93,0.414,0.342,0.842,0.284,0.387,0.026964738,0.014514101,0.025805116,0.000591605,0.16790939,176762,1708.65603,0.602,0.877,0.044,2.05,0.292,0.425,0.983,0.741,0.517,0.063452679,0.009132152,0.110705935,0.002609637,0.051509695,6,0,0,1,0,7,0.0769,0,0,13.89
3,7,4,0,1,80230.48,16486.2075,0.489,0.825,0.116,1.72,0.42,0.282,0.943,0.593,0.677,0.039163688,0.034100754,0.002999942,0,0.220689514,43227.64,13261.56946,0.541,0.683,0.199,1.86,0.329,0.344,0.784,0.442,0.678,0.006193376,0.027295688,0.004656779,0.018270803,0.162463075,22,0,0,181,0,10,0.035,0.586,0.522,32.41
2,3,6,1,1,50967.72,7758.985478,0.496,0.665,0.128,3.04,0.464,0.403,0.714,0.157,0.385,0.158310635,0,0.042814021,0,0.199251334,123392.4,3822.397204,0.474,0.807,0.102,1.61,0.349,0.306,0.994,0.886,0.63,0.020557297,0.015782345,0,0.212482125,0.135620619,12,0,0,3,0,9,0.1176,0,0,13.89
2,12,0,0,4,145266,3849.316793,0.55,0.817,0.118,1.69,0.329,0.383,0.971,0.822,0.634,0.006462968,0.014048601,0.001491151,0.25253595,0.059823441,209507.92,2158.616359,0.438,0.933,0.061,1.59,0.227,0.148,0.992,0.94,0.733,0.034704219,0.012352627,0,0.025860518,0.009460257,5,0,0,1465,26,101,0.0794,0.006,0,61.11
2,12,1,0,2,108473.96,8553.182526,0.521,0.761,0.05,2.02,0.467,0.432,0.989,0.79,0.508,0.030128752,0.038510714,0.000425264,0,0.146692471,126785.04,2884.306043,0.497,0.81,0.071,2.33,0.452,0.444,0.904,0.615,0.421,0.142788404,0.005016782,0.059282977,0.024697501,0.109909531,-3,0.58,81.3,1713,21,74,0.1139,0.012,0,61.11
3,6,3,0,2,180860.2,11202.18865,0.528,0.874,0.025,2.14,0.356,0.356,0.991,0.914,0.632,0.029966408,0.00946927,0,0.0014037,0.125650658,92298.16,8559.035656,0.519,0.775,0.124,2.16,0.378,0.368,0.934,0.628,0.509,0.044441496,0.020657674,0,0.001073937,0.287805536,23,0.25,0,43,0,10,0.0068,0.558,0.494,37.96
2,6,4,0,1,78876.4,8070.844313,0.488,0.826,0.105,1.55,0.344,0.283,0.967,0.765,0.66,0.027076335,0.01411433,0.002750757,0.00075002,0.124703754,141714.64,6014.727781,0.461,0.724,0.134,2.13,0.407,0.363,0.987,0.808,0.734,0.029389332,0.075057477,0,0,0.128956326,25,0,0,220,15,38,0.052,0,0,73.15
3,2,0,0,1,77072.2,5505.33539,0.505,0.692,0.152,2.35,0.423,0.418,0.918,0.394,0.367,0.030694537,0.015402968,0.001369627,0.004785899,0.170359678,123139.44,3500.459601,0.474,0.677,0.107,3.02,0.598,0.607,0.901,0.421,0.385,0.015907139,0.005884224,0.008287945,0,0.188865736,-2,0,0,607,9,53,0.0443,0.065,0.019,57.41
3,2,6,1,1,68328.96,10562.85337,0.491,0.732,0.093,2.62,0.371,0.329,0.765,0.25,0.399,0.015336157,0.009587695,0,0,0.166045102,64682.12,10576.67355,0.439,0.793,0.09,1.99,0.346,0.272,0.906,0.558,0.6,0.019953785,0.003436587,0,0,0.160515049,5,0.15,0,149,3,17,0.0365,0.142,0.069,54.63
2,5,5,0,1,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,117972.36,4911.908695,0.511,0.766,0.083,2.03,0.307,0.318,0.916,0.621,0.667,0.00529833,0.055940017,0,0,0.049008002,18,0,0,238,21,53,0.091,0,0,75
2,9,1,0,1,169122.36,11142.36228,0.491,0.869,0.076,1.56,0.377,0.341,0.997,0.922,0.695,0.068033104,0.006621534,0.00366556,0.00278221,0.050580965,171120,12389.04938,0.516,0.764,0.049,2.67,0.356,0.364,0.981,0.858,0.663,0.021401167,0.002924257,0,0,0.141411392,22,0.69,0,331,3,20,0.0409,0,0,55.09
3,1,0,0,1,50632.92,3920.262561,0.506,0.731,0.122,1.88,0.257,0.206,0.908,0.395,0.453,0.009428942,0.068264396,0.003663225,0,0.071834889,31685.72,7912.781461,0.447,0.624,0.229,1.66,0.268,0.277,0.901,0.405,0.359,0.011381184,0.030559363,0,0,0.176958493,-2,0,0,1877,10,94,0.0997,0.017,0,57.41
3,6,2,0,1,135367.08,14904.09535,0.464,0.788,0.154,1.64,0.532,0.428,1,0.882,0.673,0.047927031,0.001666649,0,0.034408368,0.03946857,73127.76,7574.330016,0.501,0.691,0.14,2.64,0.394,0.358,0.827,0.425,0.566,0.041606054,0.010752996,0.121319084,0.009261891,0.280782862,20,0,0,101,7,17,0.0114,0.533,0.451,50
2,9,2,0,13,143921.84,14576.5158,0.491,0.841,0.087,2.29,0.252,0.26,0.945,0.739,0.568,0.030415585,0.01650793,0,0,0.152802811,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,22,0,0,366,4,33,0.0442,0,0,55.09
2,12,4,0,3,113383.12,15203.88268,0.504,0.867,0.069,1.96,0.282,0.261,0.974,0.815,0.718,0.055906967,0.004403477,0.003369589,0,0.176234029,81693.68,21742.10009,0.543,0.838,0.094,1.56,0.327,0.341,0.982,0.804,0.735,0.017948489,0.017813511,0,0,0.227196652,0,0,0,1300,19,90,0.0796,0.003,0,61.11
2,9,2,0,1,126635,4474.121014,0.484,0.816,0.096,1.72,0.377,0.318,1,0.796,0.677,0.008090211,0.006357512,0,0.008991407,0.019550559,68328.96,10562.85337,0.491,0.732,0.093,2.62,0.371,0.329,0.765,0.25,0.399,0.015336157,0.009587695,0,0,0.166045102,16,0,0,464,2,31,0.0405,0,0,55.09
2,12,4,0,2,58735.08,12968.52348,0.474,0.722,0.098,2.49,0.349,0.368,0.869,0.431,0.381,0.043815521,0.015846985,0,0.004999693,0.32025909,109275,3847.811901,0.442,0.676,0.212,2.64,0.584,0.423,0.878,0.486,0.304,0.001549182,0.028419859,0,0,0.141123916,0,0,0,1300,19,90,0.0796,0.003,0,61.11
2,8,3,0,1,58561.48,7156.12179,0.464,0.771,0.037,2.39,0.299,0.321,0.824,0.431,0.591,0.033936835,0.030766032,0.119688329,0.000486183,0.12913551,97739.28,8582.327972,0.574,0.782,0.114,1.99,0.334,0.438,0.935,0.675,0.604,0.032218431,0.139316883,0.000485418,0.003497878,0.182765932,23,0,0,349,4,22,0.0565,0,0,58.33
2,10,4,0,44,106896.68,26611.20588,0.397,0.58,0.379,1.55,0.636,0.484,0.989,0.813,0.741,0.028350004,0,0,0.079286339,0.127963102,133730.28,15302.79095,0.46,0.823,0.143,1.51,0.472,0.396,0.993,0.882,0.694,0.031007552,0.009480363,0,0.020535587,0.034216374,8,0,0,954,3,55,0.0838,0,0,54.63
2,11,3,0,2,182964.48,14274.27344,0.495,0.9,0.039,2.4,0.162,0.152,0.997,0.899,0.688,0.020699868,0.120296539,0,0,0.189895935,99150.4,7946.977566,0.407,0.676,0.297,1.53,0.55,0.378,0.982,0.814,0.643,0.033887404,0.175674727,0,0.023157887,0.040141326,7,0,0,2932,17,118,0.1536,0,0,56.02
3,2,4,0,1,166032.28,9641.736693,0.498,0.741,0.116,2.12,0.433,0.463,0.937,0.817,0.571,0.039312348,0.008749768,0,0,0.219326734,96230.2,41035.94501,0.509,0.823,0.126,1.51,0.264,0.242,0.958,0.799,0.745,0.012889473,0.020317414,0,0,0.057651884,-10,0,0,319,7,30,0.0297,0.119,0.048,54.63
2,9,4,0,7,78131.16,11125.75218,0.473,0.79,0.07,2.08,0.228,0.196,0.888,0.578,0.44,0.027718029,0.006718573,0.001759182,0.000160412,0.156970741,149832.92,10586.22539,0.545,0.827,0.074,2.16,0.23,0.277,0.946,0.778,0.63,0.062785223,0.009959307,0,0,0.19673925,20,0,0,397,2,25,0.0605,0,0,55.09
2,7,3,0,1,41882.24,1438.018462,0.521,0.707,0.122,2.71,0.174,0.217,0.794,0.175,0.508,0.021471152,0.035978093,0.256863002,0.015171062,0.073985396,31685.72,7912.781461,0.447,0.624,0.229,1.66,0.268,0.277,0.901,0.405,0.359,0.011381184,0.030559363,0,0,0.176958493,28,0.89,0,288,8,29,0.0453,0,0,58.33
2,8,5,0,1,41882.24,1438.018462,0.521,0.707,0.122,2.71,0.174,0.217,0.794,0.175,0.508,0.021471152,0.035978093,0.256863002,0.015171062,0.073985396,34850.2,6474.264972,0.423,0.611,0.172,2.75,0.211,0.191,0.686,0.091,0.462,0.01882819,0.009182,0.019168921,0.001701595,0.177545511,25,0,0,191,2,17,0.0512,0,0,55.09
2,12,0,0,1,99150.4,7946.977566,0.407,0.676,0.297,1.53,0.55,0.378,0.982,0.814,0.643,0.033887404,0.175674727,0,0.023157887,0.040141326,44296.52,6247.129252,0.499,0.648,0.233,2.62,0.541,0.489,0.586,0.265,0.583,0.04472137,0.008042365,0.020838458,0.00095337,0.121056066,-2,0,0,1665,18,97,0.1013,0.01,0,61.11
3,2,4,0,3,159994.72,5479.182807,0.477,0.864,0.034,1.9,0.378,0.329,0.991,0.793,0.587,0.05134316,0.000929131,0.029494571,0,0.072739333,114031.64,23355.0019,0.448,0.69,0.292,1.43,0.409,0.334,0.988,0.813,0.608,0.007450802,0.018461665,0,0,0.143650861,1,0.08,0,357,6,18,0.0328,0.136,0.066,54.63
3,6,3,0,1,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,20752.64,4329.713885,0.489,0.728,0.146,1.76,0.174,0.174,0.714,0.321,0.412,0.010036787,0.036223789,0.000717716,0,0.121004612,23,0.25,0,43,0,10,0.0068,0.558,0.494,37.96
3,6,3,0,1,33740.4,2272.964181,0.405,0.632,0.114,2.1,0.167,0.138,0.912,0.383,0.369,0.003304361,0.011033819,0,0,0.096933927,143396.08,4645.213938,0.535,0.852,0.086,1.55,0.391,0.376,0.996,0.86,0.645,0.034813124,0.002477352,0,0.028162932,0.057234645,22,0,0,96,7,14,0.0148,0.534,0.453,50
2,7,5,0,2,99150.4,7946.977566,0.407,0.676,0.297,1.53,0.55,0.378,0.982,0.814,0.643,0.033887404,0.175674727,0,0.023157887,0.040141326,75069.6,6491.256315,0.467,0.688,0.126,3.07,0.497,0.445,0.766,0.317,0.466,0.069814114,0.015356209,0.071829785,0,0.150570091,27,0,0,63,5,17,0.0492,0,0,55.56
3,3,5,0,1,48439.36,7074.858929,0.476,0.644,0.24,1.7,0.319,0.304,0.893,0.498,0.627,0.001458884,0.025844425,0,0,0.158091485,174289.44,9766.704954,0.545,0.781,0.058,2.22,0.383,0.479,0.986,0.895,0.51,0.027134956,0,0.007377697,0,0.153839578,9,0,0,252,2,17,0.0415,0.195,0.108,54.63
2,9,1,0,6,162034.52,30420.36433,0.506,0.833,0.086,1.53,0.403,0.379,0.989,0.874,0.749,0.019257159,0.008568086,0,0.022725597,0.033406645,99150.4,7946.977566,0.407,0.676,0.297,1.53,0.55,0.378,0.982,0.814,0.643,0.033887404,0.175674727,0,0.023157887,0.040141326,21,0,0,353,1,25,0.0409,0,0,55.09
2,9,0,0,1,53954.88,4888.8767,0.518,0.653,0.28,1.45,0.468,0.34,0.956,0.531,0.597,0.008635304,0,0,0.031795927,0.086376599,123392.4,3822.397204,0.474,0.807,0.102,1.61,0.349,0.306,0.994,0.886,0.63,0.020557297,0.015782345,0,0.212482125,0.135620619,23,0.46,0,72,1,21,0.0415,0,0,55.09
2,8,1,0,1,85638.12,11336.53138,0.479,0.755,0.054,2.94,0.389,0.358,0.878,0.389,0.422,0.018934843,0.013478586,0.001723424,0,0.158675707,125205.28,9685.754922,0.53,0.793,0.052,2.42,0.391,0.461,0.953,0.714,0.489,0.044832658,0.007869211,0.056411818,0.00177037,0.372315815,29,0,0,413,4,32,0.0442,0,0,55.09
3,2,4,0,1,28436.92,7292.560146,0.383,0.617,0.209,2.04,0.228,0.149,0.892,0.255,0.697,0.013264185,0.007146337,0.00177029,0,0.154767718,24177.52,4110.50705,0.483,0.688,0.116,2.29,0.249,0.211,0.809,0.125,0.506,0.046706952,0.032979738,0,0.002083316,0.241604901,1,0.08,0,357,6,18,0.0328,0.136,0.066,54.63
2,9,5,0,2,94479.32,16219.03554,0.565,0.861,0.039,1.95,0.231,0.202,0.977,0.749,0.671,0.036286843,0.014612153,0.004492835,0,0.141407884,80230.48,16486.2075,0.489,0.825,0.116,1.72,0.42,0.282,0.943,0.593,0.677,0.039163688,0.034100754,0.002999942,0,0.220689514,23,0,0,203,3,23,0.0663,0,0,55.09
2,11,4,0,1,33740.4,2272.964181,0.405,0.632,0.114,2.1,0.167,0.138,0.912,0.383,0.369,0.003304361,0.011033819,0,0,0.096933927,22829.64,1121.902544,0.299,0.647,0.191,2.01,0.331,0.143,0.871,0.245,0.439,0.001699522,0.022979485,0,0,0.029049711,4,0,0,2694,20,126,0.1413,0,0,56.02
2,3,0,0,1,46098.24,1477.678977,0.477,0.597,0.143,2.58,0.275,0.258,0.886,0.187,0.31,0.012054267,0.295256517,0.004471164,0,0.100549535,52721.08,3132.029601,0.441,0.647,0.234,2.29,0.349,0.291,0.911,0.32,0.3,0.036507784,0.013756976,0.004334963,0.00056787,0.269971806,3,0.03,0,78,1,17,0.0964,0,0,40.74
3,7,4,0,8,148039.88,9606.23685,0.475,0.744,0.18,1.66,0.535,0.467,0.981,0.869,0.522,0.01168253,0,0,0.014379733,0.050709411,113736.52,12348.97162,0.532,0.815,0.065,1.97,0.339,0.337,0.979,0.79,0.684,0.058087344,0.031325174,0,0.001958969,0.236996932,19,0,0,82,1,6,0.013,0.569,0.509,34.26
2,11,2,0,1,112334.08,8855.526837,0.594,0.814,0.037,2.2,0.302,0.404,0.923,0.631,0.52,0.069667018,0.025134684,0.005503986,0,0.190594976,163556,11721.11567,0.594,0.853,0.023,2.07,0.29,0.398,0.995,0.862,0.686,0.031625911,0.010678931,0,0,0.31405111,8,0.81,0,1834,17,118,0.1185,0,0,61.11
2,10,4,0,1,162034.52,30420.36433,0.506,0.833,0.086,1.53,0.403,0.379,0.989,0.874,0.749,0.019257159,0.008568086,0,0.022725597,0.033406645,106115.48,7351.281531,0.491,0.746,0.119,2.05,0.508,0.461,0.927,0.666,0.523,0.025447004,0.04866824,0,0,0.226059916,10,0,0,415,3,28,0.047,0,0,55.09
2,3,2,0,1,26800.12,7438.895184,0.518,0.611,0.103,2.89,0.167,0.11,0.829,0.066,0.474,0.015526313,0.013881194,0,0,0.086818688,126635,4474.121014,0.484,0.816,0.096,1.72,0.377,0.318,1,0.796,0.677,0.008090211,0.006357512,0,0.008991407,0.019550559,6,0.08,0,0,0,3,0,0,0,13.89
2,11,3,0,1,164164.84,8063.566111,0.5,0.794,0.061,1.82,0.438,0.399,0.944,0.793,0.511,0.106615281,0.09572498,0.029282816,0.002352494,0.146393413,88502.52,23399.87103,0.484,0.855,0.1,1.46,0.294,0.253,0.985,0.856,0.671,0.035163655,0.012146646,0,0.006407402,0.099349493,7,0,0,2932,17,118,0.1536,0,0,56.02
3,7,5,0,1,144577.8,6497.161792,0.474,0.78,0.081,2.02,0.425,0.381,1,0.811,0.484,0.054551979,0.009072269,0.013840378,0.002299012,0.155747141,47828.04,5243.515358,0.452,0.534,0.363,1.53,0.363,0.337,0.78,0.539,0.553,0.012749826,0.103884441,0,0,0.081119626,21,0.28,0,48,0,7,0.0076,0.57,0.51,34.26
2,11,5,0,1,23178.08,10319.19463,0.433,0.664,0.103,2.16,0.2,0.127,0.806,0.092,0.632,0.0260377,0.003110546,0.001977802,0.004794502,0.21569699,36214.2,6157.705812,0.475,0.717,0.04,2.55,0.188,0.221,0.871,0.515,0.678,0.003776979,0.202147554,0,0,0.105988378,6,0,0,1263,18,105,0.1216,0,0,61.11
3,3,2,0,1,78773.48,5188.274714,0.498,0.875,0.054,2.43,0.285,0.283,0.991,0.892,0.787,0.006561592,0.032756911,0,0.004799347,0.102312198,159994.72,5479.182807,0.477,0.864,0.034,1.9,0.378,0.329,0.991,0.793,0.587,0.05134316,0.000929131,0.029494571,0,0.072739333,13,0,0,675,6,29,0.0466,0.26,0.136,54.63
3,3,2,0,1,80153.6,27454.25954,0.482,0.791,0.193,1.38,0.174,0.149,0.959,0.67,0.773,0.033463218,0.057406755,0.001487259,0.009598205,0.110101481,26171.44,7340.256184,0.52,0.606,0.094,2.56,0.131,0.116,0.862,0.075,0.368,0.02002643,0.050051427,0.00221724,0,0.211615921,4,0,0,705,4,49,0.049,0.307,0.161,51.85
2,6,1,0,14,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,106950,2147.288537,0.483,0.789,0.124,1.62,0.268,0.257,0.95,0.686,0.559,0.165670158,0.050297052,0.121523621,0,0.069537939,22,0,0,211,11,24,0.0469,0,0,73.15
2,10,5,0,1,83852.52,5843.506923,0.472,0.738,0.115,2.66,0.469,0.373,0.87,0.406,0.389,0.042076442,0.011526135,0.00812597,0.00130772,0.22667593,91109,9445.377602,0.494,0.749,0.104,2.27,0.487,0.413,0.919,0.578,0.529,0.073832381,0.057539486,0,0.000778221,0.358484734,5,0,0,885,5,66,0.1173,0,0,54.63
3,4,5,0,1,49177.16,5593.884671,0.442,0.61,0.17,2.95,0.264,0.221,0.819,0.137,0.267,0.025380196,0.020830601,0.008784331,0,0.385157525,35772.76,9779.182338,0.441,0.612,0.15,2.14,0.163,0.084,0.912,0.256,0.449,0.023418164,0.002436759,0,0.001039537,0.191697142,13,0,0,462,9,47,0.0622,0.328,0.177,51.85
2,3,3,0,1,76650.6,7201.781595,0.511,0.718,0.108,2.57,0.459,0.479,0.858,0.431,0.39,0.055760346,0.004813165,0.006949059,0,0.25087568,102466.16,4403.343121,0.508,0.644,0.169,2.75,0.463,0.474,0.887,0.306,0.267,0.00954135,0.003047131,0,0,0.257483437,8,0,0,21,0,8,0.0845,0,0,17.59
2,10,5,0,13,184514.48,4329.430206,0.517,0.694,0.146,2.19,0.417,0.455,0.927,0.756,0.464,0.123438816,0.049460341,0.038875451,0.00044374,0.155355676,123392.4,3822.397204,0.474,0.807,0.102,1.61,0.349,0.306,0.994,0.886,0.63,0.020557297,0.015782345,0,0.212482125,0.135620619,20,0,0,443,5,44,0.0787,0,0,51.39
3,7,5,0,1,53954.88,4888.8767,0.518,0.653,0.28,1.45,0.468,0.34,0.956,0.531,0.597,0.008635304,0,0,0.031795927,0.086376599,128085.8,8335.670654,0.585,0.754,0.094,2.5,0.325,0.476,0.939,0.739,0.498,0.020779933,0.002488375,0.001229758,0,0.128783768,29,2.74,0,169,0,10,0.0458,0.581,0.52,32.41
2,10,4,0,1,64682.12,10576.67355,0.439,0.793,0.09,1.99,0.346,0.272,0.906,0.558,0.6,0.019953785,0.003436587,0,0,0.160515049,148039.88,9606.23685,0.475,0.744,0.18,1.66,0.535,0.467,0.981,0.869,0.522,0.01168253,0,0,0.014379733,0.050709411,20,0,0,668,4,51,0.0631,0,0,51.39
2,5,2,0,1,126179.92,11082.88832,0.479,0.913,0.063,1.49,0.348,0.292,0.995,0.911,0.693,0.121137046,0.01464546,0,0.0160552,0.041672493,163350.16,8080.575753,0.521,0.709,0.094,2.45,0.486,0.494,0.965,0.811,0.495,0.026150534,0.020937695,0,0.002933632,0.38229542,14,0.03,0,875,45,125,0.1907,0,0,82.41
3,6,4,0,1,22959.84,9296.104525,0.444,0.589,0.331,1.7,0.235,0.204,0.809,0.363,0.66,0.017292032,0.013570887,0,0,0.099511452,169122.36,11142.36228,0.491,0.869,0.076,1.56,0.377,0.341,0.997,0.922,0.695,0.068033104,0.006621534,0.00366556,0.00278221,0.050580965,27,0.58,0,35,2,9,0.0032,0.553,0.487,37.96
3,3,5,0,1,143200.16,5544.395708,0.434,0.802,0.092,1.66,0.541,0.4,0.966,0.77,0.501,0.037566808,0.012762775,0.004028705,0.211518233,0.085278859,54056.56,9247.951552,0.475,0.69,0.093,3.77,0.356,0.324,0.605,0.147,0.419,0.017154865,0.031788414,0.001459635,0,0.183013287,11,0,0,404,4,37,0.0648,0.28,0.148,51.85
2,6,1,0,1,55514.8,2199.948554,0.52,0.808,0.171,1.48,0.121,0.163,0.972,0.582,0.521,0.050319559,0.013219893,0,0.005066017,0.158733281,93996.96,3243.248859,0.466,0.721,0.179,1.54,0.328,0.253,0.988,0.85,0.68,0.006109165,0.002805634,0,0.00468054,0.044035093,22,0,0,234,8,28,0.0357,0,0,73.15
3,7,3,0,2,158846.48,12330.66714,0.532,0.83,0.034,2.31,0.351,0.378,0.976,0.866,0.529,0.054757045,0.031098923,0,0,0.308629896,188886.72,5429.411174,0.46,0.778,0.084,2.31,0.466,0.365,0.988,0.913,0.61,0.127848964,0.004623561,0.080925048,0.004490626,0.211019667,27,0.25,0,119,0,10,0.035,0.585,0.522,32.41
3,1,0,0,1,122726.52,6341.761618,0.528,0.764,0.099,2.33,0.42,0.425,0.933,0.678,0.419,0.016117672,0.015100893,0.00074726,0.001425203,0.159535831,96488.12,2982.062105,0.457,0.63,0.151,2.64,0.555,0.532,0.926,0.333,0.26,0.01959617,0.007257932,0.036104997,0,0.173270019,-2,0,0,1877,10,94,0.0997,0.017,0,57.41
2,11,2,0,1,81169.16,5037.681137,0.414,0.632,0.106,2.74,0.307,0.205,0.964,0.319,0.299,0.038694007,0.030502687,0.001895418,0,0.186092832,37157.84,9896.64442,0.455,0.643,0.049,2.85,0.156,0.105,0.897,0.126,0.596,0.020058381,0.014728772,0.000723955,0,0.153750763,7,0,0,2327,17,124,0.1223,0,0,57.87
2,9,4,0,1,57363.64,3641.32978,0.451,0.676,0.151,2.61,0.364,0.273,0.81,0.17,0.35,0.016850481,0.044451834,0.094870485,0,0.170552404,177998.28,11753.75594,0.539,0.863,0.021,2.24,0.374,0.453,0.972,0.812,0.612,0.046217573,0.02645794,0,0,0.18605814,13,0,0,358,4,30,0.0476,0,0,55.09
3,7,2,0,1,117972.36,4911.908695,0.511,0.766,0.083,2.03,0.307,0.318,0.916,0.621,0.667,0.00529833,0.055940017,0,0,0.049008002,33494.88,8542.240096,0.499,0.615,0.134,2.7,0.318,0.302,0.733,0.058,0.382,0.050127954,0.003963624,0,0,0.304906506,28,0.1,0,241,2,11,0.033,0.584,0.522,32.41
3,6,4,0,1,102798.48,9195.253967,0.488,0.791,0.107,1.95,0.34,0.3,0.945,0.654,0.537,0.059795079,0.028420645,0.003099083,0,0.270253769,169122.36,11142.36228,0.491,0.869,0.076,1.56,0.377,0.341,0.997,0.922,0.695,0.068033104,0.006621534,0.00366556,0.00278221,0.050580965,27,0.58,0,35,2,9,0.0032,0.553,0.487,37.96
3,3,2,0,1,176058.92,9215.186755,0.542,0.879,0.012,2.13,0.292,0.33,0.972,0.844,0.697,0.056252174,0.000855105,0,0,0.095123958,142458.64,2000.681589,0.505,0.652,0.098,2.55,0.562,0.564,0.838,0.59,0.448,0.063377605,0.108898611,0.128451968,0.004006362,0.086716628,9,0,0,337,5,26,0.0276,0.152,0.078,54.63
2,10,0,0,1,91605,8797.705012,0.5,0.698,0.122,2.46,0.432,0.43,0.879,0.535,0.539,0.036546901,0.007104173,0.00487014,0,0.284132076,150660,9672.70831,0.603,0.929,0.024,2.03,0.34,0.305,0.973,0.769,0.637,0.037477988,0.001164298,0,0,0.074673167,14,0.74,0,681,4,44,0.0637,0,0,51.39
3,7,4,0,2,182964.48,14274.27344,0.495,0.9,0.039,2.4,0.162,0.152,0.997,0.899,0.688,0.020699868,0.120296539,0,0,0.189895935,164164.84,8063.566111,0.5,0.794,0.061,1.82,0.438,0.399,0.944,0.793,0.511,0.106615281,0.09572498,0.029282816,0.002352494,0.146393413,19,0,0,82,1,6,0.013,0.569,0.509,34.26
2,7,5,0,1,111807.08,7870.023082,0.426,0.776,0.078,2.25,0.482,0.365,0.99,0.841,0.528,0.04381321,0.011126165,0,0,0.184554222,88195,13261.74595,0.528,0.743,0.057,2.82,0.439,0.449,0.815,0.343,0.52,0.037742009,0,0.001214139,0,0.135956134,25,0.1,0,153,2,20,0.0472,0,0,58.33
3,7,1,0,2,143396.08,4645.213938,0.535,0.852,0.086,1.55,0.391,0.376,0.996,0.86,0.645,0.034813124,0.002477352,0,0.028162932,0.057234645,89776,11222.92212,0.552,0.794,0.08,2.26,0.314,0.355,0.892,0.551,0.461,0.019557815,0.015754876,0,0,0.109566961,24,0.08,0,94,2,9,0.0123,0.572,0.512,34.26
3,1,4,0,1,72975.24,8843.992473,0.489,0.674,0.095,3.61,0.481,0.442,0.714,0.181,0.392,0.045388868,0.018505811,0.001566983,0,0.269234952,93978.36,9929.051464,0.49,0.653,0.18,2.97,0.454,0.447,0.828,0.379,0.412,0.006539004,0.040718662,0,0.001464091,0.167266721,1,0,0,1207,18,58,0.0838,0.022,0.004,57.41
2,6,6,1,1,89846.68,8825.577844,0.457,0.789,0.137,1.58,0.332,0.256,0.98,0.788,0.671,0.005936397,0.003026216,0,0.000671932,0.075842309,163556,11721.11567,0.594,0.853,0.023,2.07,0.29,0.398,0.995,0.862,0.686,0.031625911,0.010678931,0,0,0.31405111,25,0,0,48,11,18,0.0345,0,0,73.15
3,5,5,0,3,145700,7905.891824,0.592,0.881,0.029,2.2,0.244,0.349,0.993,0.891,0.711,0.04979928,0.001607606,0,0.086121692,0.141822927,166032.28,9641.736693,0.498,0.741,0.116,2.12,0.433,0.463,0.937,0.817,0.571,0.039312348,0.008749768,0,0,0.219326734,12,0,0,89,6,24,0.0239,0.528,0.445,50
